id,cliente_id,data,status
894,2222,2025-04-03,cancelado
895,388,2025-01-22,cancelado
896,892,2025-04-30,cancelado
897,1638,2025-03-18,enviado
898,1136,2025-05-26,pago
899,2447,2025-02-27,pendente
900,1306,2025-05-17,enviado
901,355,2025-01-27,cancelado
902,2398,2025-05-03,pago
903,441,2025-01-07,entregue
904,94,2025-03-20,entregue
905,1452,2025-01-24,enviado
906,1782,2025-03-18,pago
907,153,2025-02-16,cancelado
908,723,2025-04-30,pago
909,1763,2025-04-07,pago
910,1232,2025-05-27,cancelado
911,2179,2025-01-10,cancelado
912,210,2025-02-02,pendente
913,943,2025-05-07,pendente
914,2345,2025-02-04,enviado
915,1056,2025-02-18,entregue
916,2970,2025-03-29,cancelado
917,1156,2025-03-26,enviado
918,2149,2025-01-07,enviado
919,1534,2025-05-27,pago
920,274,2025-02-04,entregue
921,2199,2025-02-02,pendente
922,399,2025-03-07,pago
923,674,2025-01-28,enviado
924,1700,2025-02-11,pago
925,2208,2025-01-05,enviado
926,2968,2025-03-26,enviado
927,2567,2025-03-19,enviado
928,1041,2025-01-31,cancelado
929,45,2025-04-30,cancelado
930,259,2025-01-09,entregue
931,2709,2025-04-22,pendente
932,2359,2025-04-01,entregue
933,1882,2025-01-18,pendente
934,409,2025-06-02,entregue
935,2571,2025-01-22,pago
936,1565,2025-04-30,pago
937,1673,2025-06-01,cancelado
938,140,2025-04-28,enviado
939,1744,2025-01-05,enviado
940,1158,2025-02-05,pago
941,343,2025-04-15,cancelado
942,1817,2025-05-09,cancelado
943,1285,2025-05-23,cancelado
944,773,2025-01-01,cancelado
945,2728,2025-02-06,pendente
946,902,2025-01-19,entregue
947,2963,2025-02-14,cancelado
948,1673,2025-04-28,pago
949,2269,2025-05-05,cancelado
950,140,2025-05-29,pago
951,1163,2025-02-15,cancelado
952,844,2025-03-13,enviado
953,226,2025-05-29,cancelado
954,1501,2025-05-06,enviado
955,1574,2025-05-31,pago
956,151,2025-05-09,pago
957,2559,2025-03-22,enviado
958,848,2025-03-02,entregue
959,1206,2025-04-04,pendente
960,173,2025-02-05,entregue
961,1788,2025-01-14,cancelado
962,2832,2025-04-16,pendente
963,2838,2025-02-11,pago
964,2769,2025-03-23,pendente
965,1504,2025-05-10,entregue
966,945,2025-02-21,enviado
967,1645,2025-04-24,cancelado
968,1451,2025-01-01,cancelado
969,636,2025-06-03,pendente
970,1342,2025-05-11,pago
971,2722,2025-01-21,pendente
972,1612,2025-02-10,entregue
973,1141,2025-02-17,enviado
974,800,2025-05-18,cancelado
975,2930,2025-03-09,pago
976,2327,2025-02-06,cancelado
977,2326,2025-01-04,pendente
978,2013,2025-02-02,pago
979,842,2025-04-29,enviado
980,659,2025-01-31,pago
981,1849,2025-03-10,pago
982,179,2025-05-11,pendente
983,950,2025-02-18,entregue
984,1628,2025-04-17,entregue
985,2582,2025-05-14,pendente
986,597,2025-04-13,cancelado
987,1181,2025-03-08,enviado
988,2687,2025-02-09,pendente
989,2324,2025-04-28,pago
990,1221,2025-03-05,entregue
991,1566,2025-04-07,pendente
992,2512,2025-03-16,enviado
993,366,2025-06-03,entregue
994,1490,2025-01-04,pago
995,2536,2025-05-11,cancelado
996,182,2025-04-28,pendente
997,1468,2025-03-09,entregue
998,782,2025-04-14,enviado
999,1185,2025-04-13,pendente
1000,13,2025-02-02,pendente
1001,2747,2025-01-28,cancelado
1002,1783,2025-04-01,pago
1003,2029,2025-03-11,pago
1004,2002,2025-03-17,cancelado
1005,2774,2025-04-16,entregue
1006,2127,2025-02-05,entregue
1007,660,2025-05-05,pago
1008,18,2025-01-22,cancelado
1009,1863,2025-06-03,pendente
1010,1691,2025-05-21,enviado
1011,734,2025-04-27,pendente
1012,2321,2025-04-08,cancelado
1013,1394,2025-04-29,entregue
1014,2537,2025-02-19,pago
1015,2922,2025-04-18,entregue
1016,2776,2025-03-08,entregue
1017,209,2025-03-25,pago
1018,1026,2025-02-19,enviado
1019,2205,2025-01-18,enviado
1020,2737,2025-03-11,entregue
1021,2417,2025-03-28,pendente
1022,2688,2025-04-27,entregue
1023,282,2025-01-14,entregue
1024,1193,2025-02-17,entregue
1025,2803,2025-02-28,cancelado
1026,1502,2025-04-08,entregue
1027,2537,2025-01-13,pendente
1028,2671,2025-01-29,enviado
1029,863,2025-01-13,entregue
1030,1898,2025-03-23,enviado
1031,1813,2025-03-23,pago
1032,2825,2025-02-03,entregue
1033,1480,2025-01-18,pendente
1034,1054,2025-04-07,cancelado
1035,857,2025-04-25,cancelado
1036,555,2025-05-13,cancelado
1037,1172,2025-03-08,pendente
1038,726,2025-03-01,pendente
1039,2289,2025-02-06,cancelado
1040,2990,2025-01-29,cancelado
1041,1868,2025-02-12,cancelado
1042,1978,2025-03-29,enviado
1043,743,2025-05-24,pendente
1044,2630,2025-04-26,entregue
1045,1442,2025-01-28,enviado
1046,1791,2025-04-28,pendente
1047,2874,2025-05-19,pendente
1048,190,2025-01-03,pago
1049,1734,2025-05-06,pendente
1050,192,2025-04-29,entregue
1051,1925,2025-05-13,cancelado
1052,860,2025-05-30,pendente
1053,1096,2025-01-03,pendente
1054,712,2025-02-09,entregue
1055,2482,2025-02-16,pendente
1056,275,2025-05-20,pendente
1057,1031,2025-04-08,pago
1058,1793,2025-03-20,pago
1059,889,2025-03-06,pago
1060,2625,2025-02-22,pago
1061,2210,2025-05-20,pendente
1062,252,2025-04-25,entregue
1063,2002,2025-04-05,enviado
1064,621,2025-02-09,pendente
1065,253,2025-04-14,cancelado
1066,197,2025-05-23,pendente
1067,2610,2025-03-09,pago
1068,1645,2025-06-02,enviado
1069,40,2025-03-08,entregue
1070,1071,2025-03-31,pendente
1071,2276,2025-03-23,pago
1072,328,2025-05-04,enviado
1073,2970,2025-03-20,enviado
1074,2577,2025-04-30,cancelado
1075,2688,2025-01-05,pago
1076,2188,2025-02-06,cancelado
1077,2543,2025-05-13,pago
1078,2299,2025-03-12,cancelado
1079,1225,2025-04-23,cancelado
1080,1016,2025-06-02,pago
1081,760,2025-05-29,enviado
1082,276,2025-03-04,pendente
1083,1169,2025-03-31,entregue
1084,1735,2025-03-13,cancelado
1085,1042,2025-04-21,cancelado
1086,627,2025-02-11,pendente
1087,1524,2025-01-10,entregue
1088,494,2025-06-02,pago
1089,202,2025-02-09,entregue
1090,2290,2025-01-28,pendente
1091,2317,2025-03-29,enviado
1092,2701,2025-03-09,cancelado
1093,1292,2025-01-15,pago
1094,70,2025-05-30,pendente
1095,136,2025-04-20,pendente
1096,957,2025-01-27,enviado
1097,459,2025-04-19,pendente
1098,1167,2025-02-14,enviado
1099,1912,2025-03-05,pendente
1100,437,2025-01-11,entregue
1101,958,2025-01-12,enviado
1102,1111,2025-03-05,cancelado
1103,2460,2025-04-17,pendente
1104,553,2025-02-20,cancelado
1105,484,2025-03-04,enviado
1106,1482,2025-01-05,enviado
1107,1498,2025-03-18,pendente
1108,257,2025-04-21,entregue
1109,1194,2025-01-10,enviado
1110,1147,2025-05-18,pendente
1111,565,2025-02-02,entregue
1112,1375,2025-03-20,pago
1113,838,2025-01-30,pendente
1114,1738,2025-03-24,enviado
1115,2187,2025-03-13,pendente
1116,663,2025-05-13,pago
1117,2611,2025-01-20,cancelado
1118,956,2025-02-14,cancelado
1119,364,2025-03-04,enviado
1120,2891,2025-03-14,cancelado
1121,1553,2025-04-10,pendente
1122,2565,2025-01-23,enviado
1123,882,2025-04-29,entregue
1124,2427,2025-02-03,cancelado
1125,827,2025-01-15,entregue
1126,2070,2025-02-20,pendente
1127,1814,2025-05-08,pago
1128,1440,2025-01-21,cancelado
1129,1283,2025-05-25,enviado
1130,2944,2025-04-10,cancelado
1131,2535,2025-01-03,pendente
1132,1737,2025-01-03,pendente
1133,1293,2025-04-14,entregue
1134,1730,2025-05-26,enviado
1135,980,2025-01-05,pago
1136,1530,2025-04-03,entregue
1137,1589,2025-05-14,cancelado
1138,1156,2025-05-31,pago
1139,851,2025-01-01,pendente
1140,1543,2025-02-09,pago
1141,751,2025-04-26,pago
1142,200,2025-04-06,enviado
1143,1548,2025-06-03,pendente
1144,425,2025-03-17,cancelado
1145,2247,2025-05-15,cancelado
1146,191,2025-06-01,enviado
1147,626,2025-01-27,pago
1148,1466,2025-05-21,entregue
1149,1701,2025-05-21,enviado
1150,1230,2025-03-31,enviado
1151,1320,2025-05-31,entregue
1152,701,2025-05-11,entregue
1153,2776,2025-05-20,pago
1154,2716,2025-04-25,entregue
1155,572,2025-03-09,entregue
1156,2214,2025-01-28,enviado
1157,1300,2025-05-15,pendente
1158,123,2025-04-05,pago
1159,2852,2025-05-18,enviado
1160,1334,2025-02-17,pago
1161,501,2025-02-12,enviado
1162,1487,2025-05-25,cancelado
1163,199,2025-02-03,pendente
1164,2861,2025-03-18,entregue
1165,2604,2025-01-30,cancelado
1166,2617,2025-04-01,cancelado
1167,944,2025-02-14,pendente
1168,1864,2025-03-31,entregue
1169,269,2025-05-01,pago
1170,312,2025-04-07,pago
1171,849,2025-04-26,cancelado
1172,811,2025-04-29,enviado
1173,1522,2025-05-16,pendente
1174,1217,2025-04-28,enviado
1175,2779,2025-01-18,pendente
1176,1389,2025-05-13,cancelado
1177,244,2025-05-03,enviado
1178,675,2025-04-08,entregue
1179,321,2025-03-15,entregue
1180,2252,2025-01-22,pago
1181,2704,2025-04-19,entregue
1182,1949,2025-04-16,cancelado
1183,2748,2025-02-04,enviado
1184,56,2025-03-12,enviado
1185,95,2025-01-16,pendente
1186,1907,2025-01-13,entregue
1187,2898,2025-04-06,pendente
1188,1014,2025-04-22,cancelado
1189,239,2025-03-23,pendente
1190,1552,2025-02-09,pendente
1191,1679,2025-05-07,pago
1192,1953,2025-04-03,cancelado
1193,2324,2025-02-18,enviado
1194,2346,2025-05-10,entregue
1195,23,2025-03-06,cancelado
1196,130,2025-05-01,cancelado
1197,889,2025-05-11,pago
1198,2438,2025-05-19,pago
1199,1893,2025-04-17,pago
1200,1854,2025-03-06,pago
1201,46,2025-06-02,cancelado
1202,186,2025-01-29,cancelado
1203,1928,2025-04-23,entregue
1204,1591,2025-02-28,enviado
1205,2680,2025-04-14,entregue
1206,1385,2025-03-21,cancelado
1207,2498,2025-04-09,cancelado
1208,2675,2025-03-13,pendente
1209,697,2025-05-07,cancelado
1210,2753,2025-05-01,pendente
1211,1834,2025-02-19,entregue
1212,1965,2025-04-03,enviado
1213,1739,2025-05-10,pago
1214,192,2025-06-02,pendente
1215,1341,2025-03-26,entregue
1216,1991,2025-01-11,pago
1217,2483,2025-04-05,cancelado
1218,95,2025-02-28,cancelado
1219,2571,2025-04-17,pago
1220,2322,2025-03-10,enviado
1221,796,2025-03-03,pago
1222,1206,2025-01-29,cancelado
1223,2200,2025-03-30,pago
1224,1790,2025-01-10,cancelado
1225,434,2025-05-16,enviado
1226,1572,2025-04-07,pago
1227,258,2025-06-03,cancelado
1228,1514,2025-02-20,entregue
1229,612,2025-02-25,entregue
1230,2193,2025-03-10,entregue
1231,428,2025-03-22,enviado
1232,1730,2025-04-17,enviado
1233,1504,2025-04-22,entregue
1234,1457,2025-04-30,entregue
1235,2751,2025-02-13,enviado
1236,29,2025-03-05,pago
1237,1875,2025-02-05,enviado
1238,880,2025-04-15,pendente
1239,1298,2025-03-20,pendente
1240,1537,2025-04-02,entregue
1241,834,2025-01-08,cancelado
1242,1742,2025-05-01,pago
1243,2665,2025-02-23,entregue
1244,1304,2025-01-10,pendente
1245,70,2025-04-17,pago
1246,2602,2025-02-07,enviado
1247,306,2025-03-20,pago
1248,1237,2025-02-04,pendente
1249,840,2025-04-12,pago
1250,965,2025-05-16,cancelado
1251,2851,2025-04-22,entregue
1252,2612,2025-01-02,enviado
1253,1201,2025-05-27,pago
1254,985,2025-05-19,cancelado
1255,2024,2025-02-06,pendente
1256,539,2025-02-06,entregue
1257,2627,2025-03-18,cancelado
1258,272,2025-04-28,pendente
1259,1261,2025-04-20,entregue
1260,2969,2025-04-05,enviado
1261,810,2025-01-27,cancelado
1262,2225,2025-03-08,pago
1263,2574,2025-02-23,enviado
1264,1250,2025-04-28,pago
1265,758,2025-02-09,enviado
1266,1653,2025-02-16,enviado
1267,1434,2025-04-10,entregue
1268,1974,2025-02-14,entregue
1269,727,2025-05-02,cancelado
1270,1860,2025-02-20,pago
1271,1082,2025-05-13,entregue
1272,2672,2025-02-06,entregue
1273,2010,2025-01-17,pendente
1274,1404,2025-05-03,entregue
1275,1405,2025-05-12,pendente
1276,1325,2025-02-17,entregue
1277,1495,2025-04-09,entregue
1278,276,2025-05-29,pendente
1279,2191,2025-05-19,enviado
1280,2661,2025-02-16,enviado
1281,2555,2025-01-09,entregue
1282,1399,2025-03-26,entregue
1283,457,2025-05-24,enviado
1284,2781,2025-01-01,entregue
1285,2647,2025-03-15,entregue
1286,2239,2025-03-22,pendente
1287,1632,2025-04-29,cancelado
1288,1440,2025-04-25,pendente
1289,1452,2025-05-19,pendente
1290,2425,2025-01-20,entregue
1291,2065,2025-01-23,cancelado
1292,1744,2025-04-08,pago
1293,2804,2025-01-28,pendente
1294,1250,2025-03-09,cancelado
1295,2198,2025-01-12,pago
1296,2479,2025-04-29,cancelado
1297,891,2025-03-07,pendente
1298,2071,2025-04-01,entregue
1299,484,2025-04-27,cancelado
1300,220,2025-01-13,enviado
1301,1306,2025-03-10,enviado
1302,210,2025-03-24,entregue
1303,2808,2025-04-26,pago
1304,2083,2025-05-05,cancelado
1305,75,2025-03-25,cancelado
1306,2669,2025-03-05,cancelado
1307,2498,2025-02-05,entregue
1308,1026,2025-01-27,entregue
1309,1116,2025-02-26,cancelado
1310,2181,2025-04-23,pago
1311,1204,2025-01-01,pago
1312,1010,2025-02-19,pago
1313,2010,2025-02-24,pago
1314,999,2025-04-07,enviado
1315,1416,2025-05-03,pago
1316,2341,2025-05-22,enviado
1317,611,2025-04-08,pendente
1318,1575,2025-04-06,pago
1319,842,2025-02-14,cancelado
1320,2473,2025-01-01,pago
1321,1562,2025-05-29,pago
1322,1992,2025-04-05,enviado
1323,2520,2025-01-06,pendente
1324,392,2025-03-13,enviado
1325,895,2025-01-26,pendente
1326,224,2025-01-26,enviado
1327,358,2025-04-12,entregue
1328,1189,2025-05-03,enviado
1329,2017,2025-02-20,entregue
1330,1129,2025-06-01,pago
1331,2772,2025-05-22,cancelado
1332,1523,2025-02-08,cancelado
1333,2494,2025-01-28,pendente
1334,2567,2025-04-11,enviado
1335,1609,2025-03-05,enviado
1336,485,2025-03-15,cancelado
1337,597,2025-02-22,cancelado
1338,1946,2025-02-14,cancelado
1339,2402,2025-01-17,entregue
1340,2158,2025-02-19,enviado
1341,1093,2025-02-24,cancelado
1342,612,2025-02-14,pago
1343,312,2025-05-12,pago
1344,383,2025-02-27,enviado
1345,184,2025-05-30,pago
1346,2683,2025-01-20,cancelado
1347,1458,2025-01-23,entregue
1348,2291,2025-04-11,enviado
1349,433,2025-02-20,cancelado
1350,2893,2025-03-19,cancelado
1351,2977,2025-04-27,entregue
1352,103,2025-01-09,pago
1353,2225,2025-02-07,entregue
1354,85,2025-03-18,entregue
1355,2725,2025-04-28,entregue
1356,2414,2025-03-22,cancelado
1357,2290,2025-03-04,pago
1358,432,2025-04-26,pendente
1359,1381,2025-05-15,entregue
1360,2179,2025-03-23,enviado
1361,2657,2025-04-18,pago
1362,2021,2025-03-24,entregue
1363,707,2025-03-15,cancelado
1364,2405,2025-02-12,enviado
1365,2134,2025-04-05,cancelado
1366,1921,2025-02-18,enviado
1367,402,2025-02-26,pendente
1368,1395,2025-04-19,enviado
1369,1882,2025-04-25,pago
1370,2180,2025-01-16,enviado
1371,210,2025-03-14,pendente
1372,1850,2025-03-12,pago
1373,2023,2025-02-18,enviado
1374,2608,2025-05-20,cancelado
1375,624,2025-05-31,pago
1376,2427,2025-02-26,pendente
1377,2769,2025-03-10,pago
1378,2053,2025-01-19,pago
1379,1886,2025-02-09,pendente
1380,496,2025-01-26,cancelado
1381,1444,2025-05-18,enviado
1382,1752,2025-04-08,enviado
1383,929,2025-04-23,pendente
1384,1684,2025-01-04,entregue
1385,2945,2025-03-21,cancelado
1386,2370,2025-05-31,cancelado
1387,365,2025-04-20,cancelado
1388,2465,2025-01-07,cancelado
1389,1916,2025-02-09,enviado
1390,125,2025-05-20,enviado
1391,2206,2025-03-09,entregue
1392,486,2025-03-30,cancelado
1393,2946,2025-04-17,enviado
1394,421,2025-05-19,cancelado
1395,1522,2025-01-01,pendente
1396,2400,2025-01-27,pago
1397,1273,2025-01-02,pago
1398,1394,2025-05-03,entregue
1399,918,2025-01-15,entregue
1400,1384,2025-03-10,cancelado
1401,56,2025-02-07,enviado
1402,1388,2025-03-09,cancelado
1403,1829,2025-02-20,pago
1404,1873,2025-01-27,entregue
1405,2319,2025-01-10,cancelado
1406,1296,2025-02-23,entregue
1407,1756,2025-05-02,entregue
1408,781,2025-04-20,pago
1409,1967,2025-03-01,pendente
1410,787,2025-01-19,pendente
1411,2030,2025-03-10,pendente
1412,654,2025-03-21,pendente
1413,670,2025-01-20,cancelado
1414,868,2025-05-24,pendente
1415,2812,2025-03-11,pendente
1416,1754,2025-03-27,pago
1417,2165,2025-01-23,pendente
1418,661,2025-03-03,entregue
1419,658,2025-02-19,pendente
1420,1725,2025-04-28,enviado
1421,2103,2025-05-27,pago
1422,2768,2025-01-23,entregue
1423,245,2025-02-02,pendente
1424,450,2025-04-23,pago
1425,2151,2025-02-22,pendente
1426,427,2025-01-11,cancelado
1427,2944,2025-04-23,pendente
1428,2535,2025-03-05,pendente
1429,39,2025-04-13,pago
1430,1043,2025-01-16,entregue
1431,2379,2025-05-21,cancelado
1432,599,2025-01-13,enviado
1433,2694,2025-05-14,enviado
1434,2337,2025-06-01,cancelado
1435,2506,2025-01-03,pago
1436,1320,2025-04-20,enviado
1437,536,2025-02-15,entregue
1438,681,2025-04-09,enviado
1439,2733,2025-05-31,pago
1440,978,2025-05-06,pago
1441,2542,2025-01-24,entregue
1442,1944,2025-01-09,entregue
1443,248,2025-04-05,cancelado
1444,746,2025-01-16,cancelado
1445,79,2025-04-01,enviado
1446,404,2025-01-18,pendente
1447,1755,2025-01-22,pendente
1448,614,2025-05-17,pago
1449,1252,2025-04-02,pendente
1450,2727,2025-04-19,pago
1451,81,2025-03-10,cancelado
1452,1843,2025-05-09,entregue
1453,1791,2025-03-21,entregue
1454,849,2025-01-13,enviado
1455,2824,2025-02-09,pendente
1456,2925,2025-04-03,enviado
1457,2014,2025-04-01,entregue
1458,1358,2025-05-01,cancelado
1459,72,2025-04-22,pendente
1460,472,2025-01-01,cancelado
1461,2464,2025-02-22,entregue
1462,1801,2025-01-26,pago
1463,2840,2025-01-11,entregue
1464,2064,2025-04-25,pendente
1465,1033,2025-05-02,pago
1466,170,2025-05-29,pago
1467,1296,2025-03-03,cancelado
1468,1133,2025-05-30,pendente
1469,1602,2025-05-19,enviado
1470,2838,2025-06-03,pago
1471,998,2025-01-30,pago
1472,1294,2025-02-02,pendente
1473,2559,2025-01-01,pendente
1474,202,2025-02-27,pendente
1475,898,2025-04-13,enviado
1476,2449,2025-02-13,pendente
1477,2193,2025-05-17,entregue
1478,1120,2025-01-13,pago
1479,766,2025-03-23,entregue
1480,1850,2025-03-24,entregue
1481,897,2025-02-14,cancelado
1482,384,2025-01-22,cancelado
1483,2247,2025-03-01,pago
1484,2836,2025-01-10,pendente
1485,1398,2025-04-19,cancelado
1486,755,2025-04-02,pendente
1487,2887,2025-03-15,enviado
1488,2924,2025-02-02,entregue
1489,1244,2025-01-31,pago
1490,546,2025-05-12,pendente
1491,2809,2025-01-28,pago
1492,2619,2025-03-06,pago
1493,1269,2025-05-17,enviado
1494,198,2025-01-29,pendente
1495,608,2025-03-02,cancelado
1496,2045,2025-01-10,enviado
1497,2895,2025-02-10,pago
1498,343,2025-02-14,pendente
1499,823,2025-04-01,cancelado
1500,2069,2025-05-03,pago
1501,910,2025-01-21,pago
1502,1855,2025-01-24,pago
1503,2036,2025-01-18,cancelado
1504,2031,2025-04-30,pendente
1505,1485,2025-01-25,entregue
1506,2231,2025-04-08,pago
1507,6,2025-02-11,entregue
1508,2642,2025-01-21,cancelado
1509,2497,2025-01-21,pago
1510,2427,2025-01-13,pago
1511,2854,2025-04-25,entregue
1512,1510,2025-06-02,cancelado
1513,2231,2025-03-05,pago
1514,2936,2025-01-16,pago
1515,1469,2025-03-08,pago
1516,2532,2025-05-13,entregue
1517,2616,2025-01-09,pendente
1518,1694,2025-03-07,cancelado
1519,2794,2025-03-19,entregue
1520,173,2025-05-09,cancelado
1521,1316,2025-01-25,pago
1522,1292,2025-01-04,pago
1523,117,2025-02-03,enviado
1524,2010,2025-02-01,pendente
1525,2281,2025-04-08,cancelado
1526,1649,2025-04-09,enviado
1527,2348,2025-05-02,cancelado
1528,731,2025-01-07,pago
1529,2722,2025-05-22,pendente
1530,1948,2025-02-09,pendente
1531,2863,2025-03-28,pago
1532,1828,2025-03-21,enviado
1533,2417,2025-05-22,enviado
1534,1190,2025-01-28,pendente
1535,2882,2025-01-15,cancelado
1536,1438,2025-01-27,enviado
1537,2726,2025-01-16,pendente
1538,63,2025-01-11,cancelado
1539,103,2025-05-08,entregue
1540,193,2025-05-11,pago
1541,352,2025-03-06,pendente
1542,1052,2025-01-13,enviado
1543,2989,2025-01-11,pendente
1544,257,2025-05-16,pendente
1545,918,2025-04-01,cancelado
1546,2498,2025-03-27,pendente
1547,2576,2025-04-03,enviado
1548,1367,2025-04-19,cancelado
1549,2492,2025-05-19,entregue
1550,98,2025-02-06,cancelado
1551,2760,2025-04-29,cancelado
1552,1997,2025-03-17,entregue
1553,1187,2025-01-09,cancelado
1554,107,2025-03-30,pago
1555,1458,2025-03-05,enviado
1556,1317,2025-04-08,pago
1557,1719,2025-01-01,pago
1558,1619,2025-05-04,pendente
1559,120,2025-03-11,enviado
1560,2479,2025-01-02,cancelado
1561,875,2025-03-11,enviado
1562,622,2025-04-25,cancelado
1563,50,2025-01-24,entregue
1564,1056,2025-02-20,pago
1565,79,2025-03-03,pendente
1566,2509,2025-05-09,pago
1567,1854,2025-02-13,cancelado
1568,611,2025-02-14,pago
1569,2512,2025-03-10,enviado
1570,1217,2025-04-23,entregue
1571,2056,2025-01-10,pendente
1572,2101,2025-04-15,entregue
1573,902,2025-05-05,enviado
1574,1081,2025-01-09,pendente
1575,1499,2025-03-24,cancelado
1576,1220,2025-03-10,cancelado
1577,1046,2025-05-23,pago
1578,2871,2025-02-14,enviado
1579,1362,2025-03-07,cancelado
1580,1198,2025-04-15,enviado
1581,1548,2025-04-16,entregue
1582,459,2025-01-27,pendente
1583,1709,2025-01-27,pago
1584,2661,2025-01-14,pago
1585,2805,2025-03-02,pago
1586,1124,2025-03-11,enviado
1587,2666,2025-05-11,cancelado
1588,1813,2025-03-20,entregue
1589,2876,2025-04-29,cancelado
1590,1680,2025-01-08,pago
1591,2220,2025-01-27,entregue
1592,1402,2025-02-12,pendente
1593,889,2025-05-28,cancelado
1594,1957,2025-01-15,enviado
1595,2408,2025-02-20,pendente
1596,91,2025-01-02,pendente
1597,293,2025-03-20,pago
1598,2270,2025-02-19,entregue
1599,2662,2025-06-02,enviado
1600,2059,2025-02-09,pendente
1601,373,2025-03-04,entregue
1602,1211,2025-02-18,entregue
1603,1913,2025-05-07,pendente
1604,1268,2025-03-30,cancelado
1605,2686,2025-04-24,cancelado
1606,1938,2025-04-09,enviado
1607,2543,2025-02-24,entregue
1608,522,2025-03-16,cancelado
1609,928,2025-01-23,pendente
1610,1842,2025-01-11,cancelado
1611,985,2025-04-03,pago
1612,2428,2025-05-06,pago
1613,2778,2025-05-24,pendente
1614,1162,2025-01-19,pendente
1615,1582,2025-02-28,enviado
1616,1706,2025-03-15,enviado
1617,584,2025-01-24,cancelado
1618,1572,2025-05-31,entregue
1619,528,2025-04-15,entregue
1620,648,2025-02-24,pago
1621,156,2025-04-08,enviado
1622,1890,2025-03-18,entregue
1623,466,2025-01-20,enviado
1624,1064,2025-03-15,cancelado
1625,533,2025-05-29,enviado
1626,149,2025-01-25,pago
1627,2146,2025-02-16,enviado
1628,1071,2025-01-20,pago
1629,333,2025-04-19,entregue
1630,465,2025-03-20,cancelado
1631,1995,2025-03-02,enviado
1632,739,2025-01-07,enviado
1633,2062,2025-05-10,pendente
1634,14,2025-01-15,pago
1635,905,2025-06-01,enviado
1636,2205,2025-01-10,pago
1637,1528,2025-01-02,enviado
1638,948,2025-05-11,enviado
1639,795,2025-01-01,cancelado
1640,225,2025-04-28,entregue
1641,1052,2025-02-19,enviado
1642,1587,2025-01-09,enviado
1643,346,2025-03-08,pendente
1644,2,2025-02-04,cancelado
1645,543,2025-03-29,pago
1646,2296,2025-03-08,pendente
1647,2210,2025-03-23,pago
1648,2409,2025-02-21,cancelado
1649,1181,2025-03-01,pago
1650,658,2025-05-04,cancelado
1651,1993,2025-03-07,pendente
1652,2688,2025-03-21,entregue
1653,2441,2025-01-22,enviado
1654,2272,2025-05-29,pago
1655,2780,2025-03-26,enviado
1656,491,2025-05-05,pago
1657,904,2025-05-13,pago
1658,635,2025-01-12,enviado
1659,2114,2025-03-31,entregue
1660,1254,2025-05-11,entregue
1661,1209,2025-05-19,pago
1662,1406,2025-02-14,pago
1663,554,2025-05-12,entregue
1664,1959,2025-05-02,pago
1665,2098,2025-01-03,pago
1666,1764,2025-05-29,entregue
1667,1136,2025-02-23,pago
1668,1427,2025-04-16,enviado
1669,1894,2025-02-27,pago
1670,2866,2025-04-19,entregue
1671,1544,2025-03-21,entregue
1672,1675,2025-01-07,pago
1673,2520,2025-03-09,pendente
1674,1047,2025-03-24,cancelado
1675,2139,2025-02-04,pendente
1676,2696,2025-03-11,entregue
1677,2362,2025-03-27,pendente
1678,1690,2025-03-12,cancelado
1679,2447,2025-01-28,pago
1680,114,2025-04-06,pendente
1681,2446,2025-01-03,enviado
1682,721,2025-05-27,pendente
1683,131,2025-02-01,enviado
1684,1362,2025-03-03,pendente
1685,2902,2025-01-03,enviado
1686,1605,2025-03-23,pendente
1687,1554,2025-03-05,entregue
1688,1355,2025-02-22,pago
1689,2841,2025-04-23,pago
1690,673,2025-03-08,cancelado
1691,1817,2025-04-29,entregue
1692,1287,2025-01-29,entregue
1693,2191,2025-02-20,pago
1694,2332,2025-03-05,pendente
1695,1157,2025-02-14,entregue
1696,2540,2025-03-19,pendente
1697,560,2025-02-14,enviado
1698,2191,2025-05-03,pago
1699,2675,2025-03-14,cancelado
1700,1397,2025-02-14,entregue
1701,2346,2025-01-11,enviado
1702,277,2025-03-02,enviado
1703,2019,2025-01-25,pendente
1704,459,2025-02-12,pago
1705,559,2025-02-07,enviado
1706,1133,2025-03-18,pago
1707,981,2025-05-17,pago
1708,1431,2025-01-02,enviado
1709,2799,2025-03-18,cancelado
1710,909,2025-03-02,pago
1711,2417,2025-02-02,pendente
1712,2108,2025-02-16,pago
1713,2230,2025-06-03,entregue
1714,1528,2025-05-28,pago
1715,1617,2025-05-18,entregue
1716,2030,2025-03-01,pago
1717,1833,2025-02-08,cancelado
1718,1575,2025-05-16,enviado
1719,931,2025-04-10,pendente
1720,2114,2025-03-22,entregue
1721,1699,2025-01-27,cancelado
1722,3000,2025-04-27,enviado
1723,1295,2025-04-17,pendente
1724,400,2025-01-12,pago
1725,2637,2025-01-27,pago
1726,2028,2025-02-01,cancelado
1727,737,2025-04-22,pendente
1728,1883,2025-04-02,pago
1729,2156,2025-05-10,entregue
1730,531,2025-01-07,pendente
1731,975,2025-04-28,pago
1732,807,2025-06-04,cancelado
1733,130,2025-05-21,enviado
1734,1432,2025-02-10,entregue
1735,1269,2025-03-25,enviado
1736,2315,2025-01-21,enviado
1737,1324,2025-01-24,pendente
1738,1240,2025-02-15,entregue
